10803011297 I 20220101000000   000000003383622.75BAHT   BAL000000003383622.75 INITIAL.
10803011297 T 20220103054709   000000000000183.25BAHT   BAL000000003399017.50 FROM11870049832.
10803011297 T 20220103113726   000000000000186.50BAHT   BAL000000003399204.00 FROM11870049832.
10803011297 T 20220103114501   000000000000178.75BAHT   BAL000000003399382.75 FROM11870049832.
10803011297 T 20220103125748   000000000000135.25BAHT   BAL000000003399518.00 FROM11870049832.
10803011297 T 20220103145451   000000000000102.25BAHT   BAL000000003399620.25 FROM11870049832.
10803011297 T 20220103145451   000000000000199.00BAHT   BAL000000003399819.25 FROM11870049832.
10803011297 T 20220103155621   000000000000103.00BAHT   BAL000000003399922.25 FROM11870049832.
10803011297 T 20220103190425   000000000000148.50BAHT   BAL000000003400070.75 FROM11870049832.
10803011297 T 20220103193347   000000000000166.75BAHT   BAL000000003400237.50 FROM11870049832.
10803011297 T 20220103200226   000000000000151.00BAHT   BAL000000003400388.50 FROM11870049832.
10803011297 T 20220101002113   000000000000149.25BAHT   BAL000000003400537.75 FROM01133011122.
10803011297 T 20220101010557   000000000000152.50BAHT   BAL000000003400690.25 FROM01133011122.
10803011297 T 20220101060301   000000000000107.75BAHT   BAL000000003400798.00 FROM01133011122.
10803011297 T 20220101091226   000000000000117.00BAHT   BAL000000003400915.00 FROM01133011122.
10803011297 T 20220101132727   000000000000166.75BAHT   BAL000000003401081.75 FROM01133011122.
10803011297 T 20220101153039   000000000000113.50BAHT   BAL000000003401195.25 FROM01133011122.
10803011297 T 20220101194900   000000000000105.75BAHT   BAL000000003401301.00 FROM01133011122.
10803011297 T 20220101235419   000000000000161.25BAHT   BAL000000003401462.25 FROM01133011122.
10803011297 T 20220102000151   000000000000201.75BAHT   BAL000000003401664.00 FROM01133011122.
10803011297 T 20220102010851   000000000000129.25BAHT   BAL000000003401793.25 FROM01133011122.
10803011297 T 20220102043619   000000000000177.00BAHT   BAL000000003401970.25 FROM01133011122.
10803011297 T 20220102085144   000000000000170.75BAHT   BAL000000003402141.00 FROM01133011122.
10803011297 T 20220102174808   000000000000138.25BAHT   BAL000000003402279.25 FROM01133011122.
10803011297 T 20220102184032   000000000000101.25BAHT   BAL000000003402380.50 FROM01133011122.
10803011297 T 20220102205545   000000000000169.50BAHT   BAL000000003402550.00 FROM01133011122.
10803011297 T 20220102221057   000000000000169.00BAHT   BAL000000003402719.00 FROM01133011122.
10803011297 T 20220102222205   000000000000197.50BAHT   BAL000000003402916.50 FROM01133011122.
10803011297 T 20220102224422   000000000000152.00BAHT   BAL000000003403068.50 FROM01133011122.
10803011297 T 20220103043627   000000000000103.75BAHT   BAL000000003403172.25 FROM01133011122.
10803011297 T 20220103081632   000000000000154.25BAHT   BAL000000003403326.50 FROM01133011122.
10803011297 T 20220103085420   000000000000111.50BAHT   BAL000000003403438.00 FROM01133011122.
10803011297 T 20220103104914   000000000000107.75BAHT   BAL000000003403545.75 FROM01133011122.
10803011297 T 20220103110636   000000000000176.00BAHT   BAL000000003403721.75 FROM01133011122.
10803011297 T 20220103122233   000000000000168.00BAHT   BAL000000003403889.75 FROM01133011122.
10803011297 T 20220103134127   000000000000175.00BAHT   BAL000000003404064.75 FROM01133011122.
10803011297 T 20220103134650   000000000000194.00BAHT   BAL000000003404258.75 FROM01133011122.
10803011297 T 20220103150703   000000000000164.75BAHT   BAL000000003404423.50 FROM01133011122.
10803011297 T 20220103185505   000000000000133.00BAHT   BAL000000003404556.50 FROM01133011122.
10803011297 T 20220103201149   000000000000123.25BAHT   BAL000000003404679.75 FROM01133011122.
10803011297 T 20220103210129   000000000000110.25BAHT   BAL000000003404790.00 FROM01133011122.
10803011297 T 20220104010505   000000000000147.25BAHT   BAL000000003404937.25 FROM01133011122.
10803011297 T 20220104015441   000000000000181.00BAHT   BAL000000003405118.25 FROM01133011122.
10803011297 T 20220104035915   000000000000159.50BAHT   BAL000000003405277.75 FROM01133011122.
10803011297 T 20220104050240   000000000000192.75BAHT   BAL000000003405470.50 FROM01133011122.
10803011297 T 20220104052527   000000000000167.75BAHT   BAL000000003405638.25 FROM01133011122.
10803011297 T 20220104063809   000000000000165.25BAHT   BAL000000003405803.50 FROM01133011122.
10803011297 T 20220104064827   000000000000192.50BAHT   BAL000000003405996.00 FROM01133011122.
10803011297 T 20220104082802   000000000000100.75BAHT   BAL000000003406096.75 FROM01133011122.
10803011297 T 20220104085331   000000000000189.25BAHT   BAL000000003406286.00 FROM01133011122.
10803011297 T 20220101000245   000000000000108.75BAHT   BAL000000003406177.25 TO44088673004.
10803011297 W 20220101002844   000000000000152.75BAHT   BAL000000003406024.50 .
10803011297 W 20220101003718   000000000000162.00BAHT   BAL000000003405862.50 .
10803011297 T 20220101005153   000000000000172.25BAHT   BAL000000003405690.25 TO44002617524.
10803011297 W 20220101012033   000000000000179.50BAHT   BAL000000003405510.75 .
10803011297 T 20220101013712   000000000000110.25BAHT   BAL000000003405400.50 TO44002617524.
10803011297 W 20220101015227   000000000000109.50BAHT   BAL000000003405291.00 .
10803011297 D 20220101020135   000000000010073.25BAHT   BAL000000003415364.25 TYPE-DE.
10803011297 T 20220101020555   000000000000121.25BAHT   BAL000000003415243.00 TO44088673004.
10803011297 D 20220101021626   000000000335060.50BAHT   BAL000000003750303.50 TYPE-DE.
10803011297 D 20220101023758   000000000098933.25BAHT   BAL000000003849236.75 TYPE-DE.
10803011297 D 20220101025225   000000000069361.50BAHT   BAL000000003918598.25 TYPE-DE.
10803011297 W 20220101031244   000000000000145.50BAHT   BAL000000003918452.75 .
10803011297 W 20220101032525   000000000000196.00BAHT   BAL000000003918256.75 .
10803011297 T 20220101032706   000000000000137.25BAHT   BAL000000003918119.50 TO01133011122.
10803011297 D 20220101034133   000000000383161.00BAHT   BAL000000004301280.50 TYPE-DE.
10803011297 D 20220101035542   000000000543324.75BAHT   BAL000000004844605.25 TYPE-DE.
10803011297 D 20220101041540   000000000795355.75BAHT   BAL000000005639961.00 TYPE-DE.
10803011297 T 20220101043517   000000000000169.50BAHT   BAL000000005639791.50 TO85614200688.
10803011297 T 20220101050503   000000000000102.50BAHT   BAL000000005639689.00 TO44002617524.
10803011297 D 20220101050931   000000000574606.25BAHT   BAL000000006214295.25 TYPE-DE.
10803011297 D 20220101053350   000000000823462.25BAHT   BAL000000007037757.50 TYPE-DE.
10803011297 W 20220101060249   000000000000141.75BAHT   BAL000000007037615.75 .
10803011297 D 20220101061846   000000000279342.50BAHT   BAL000000007316958.25 TYPE-DE.
10803011297 T 20220101064557   000000000000123.50BAHT   BAL000000007316834.75 TO00010115943.
10803011297 W 20220101065455   000000000000153.00BAHT   BAL000000007316681.75 .
10803011297 D 20220101070332   000000000965945.75BAHT   BAL000000008282627.50 TYPE-DE.
10803011297 D 20220101071832   000000000465502.00BAHT   BAL000000008748129.50 TYPE-DE.
10803011297 W 20220101074343   000000000000161.75BAHT   BAL000000008747967.75 .
10803011297 W 20220101075750   000000000000140.75BAHT   BAL000000008747827.00 .
10803011297 T 20220101080825   000000000000187.00BAHT   BAL000000008747640.00 TO85614200688.
10803011297 D 20220101081120   000000000853717.25BAHT   BAL000000009601357.25 TYPE-DE.
10803011297 W 20220101084008   000000000000138.25BAHT   BAL000000009601219.00 .
10803011297 W 20220101090235   000000000000103.50BAHT   BAL000000009601115.50 .
10803011297 D 20220101092444   000000000589120.50BAHT   BAL000000010190236.00 TYPE-DE.
10803011297 W 20220101094510   000000000000129.00BAHT   BAL000000010190107.00 .
10803011297 W 20220101100330   000000000000152.75BAHT   BAL000000010189954.25 .
10803011297 W 20220101102940   000000000000157.50BAHT   BAL000000010189796.75 .
10803011297 T 20220101105252   000000000000175.00BAHT   BAL000000010189621.75 TO44002617524.
10803011297 W 20220101105643   000000000000131.25BAHT   BAL000000010189490.50 .
10803011297 T 20220101112628   000000000000136.75BAHT   BAL000000010189353.75 TO44002617524.
10803011297 T 20220101112910   000000000000142.00BAHT   BAL000000010189211.75 TO44002617524.
10803011297 W 20220101115358   000000000000153.25BAHT   BAL000000010189058.50 .
10803011297 W 20220101120311   000000000000129.00BAHT   BAL000000010188929.50 .
10803011297 D 20220101123033   000000000846129.75BAHT   BAL000000011035059.25 TYPE-DE.
10803011297 W 20220101123329   000000000000195.00BAHT   BAL000000011034864.25 .
10803011297 T 20220101125901   000000000000191.75BAHT   BAL000000011034672.50 TO85614200688.
10803011297 T 20220101131646   000000000000107.75BAHT   BAL000000011034564.75 TO44088673004.
10803011297 T 20220101132411   000000000000171.25BAHT   BAL000000011034393.50 TO00010115943.
10803011297 T 20220101134810   000000000000133.50BAHT   BAL000000011034260.00 TO01133011122.
10803011297 T 20220101135024   000000000000194.00BAHT   BAL000000011034066.00 TO00010115943.
10803011297 W 20220101140937   000000000000167.00BAHT   BAL000000011033899.00 .
10803011297 D 20220101141634   000000000108015.25BAHT   BAL000000011141914.25 TYPE-DE.
10803011297 T 20220101141836   000000000000148.00BAHT   BAL000000011141766.25 TO11870049832.
10803011297 D 20220101143332   000000000714507.50BAHT   BAL000000011856273.75 TYPE-DE.
10803011297 T 20220101145355   000000000000101.00BAHT   BAL000000011856172.75 TO11870049832.
10803011297 W 20220101151552   000000000000149.50BAHT   BAL000000011856023.25 .
10803011297 T 20220101151713   000000000000131.25BAHT   BAL000000011855892.00 TO85614200688.
10803011297 W 20220101151955   000000000000110.75BAHT   BAL000000011855781.25 .
10803011297 T 20220101154143   000000000000187.50BAHT   BAL000000011855593.75 TO00010115943.
10803011297 D 20220101160718   000000000138450.00BAHT   BAL000000011994043.75 TYPE-DE.
10803011297 T 20220101162417   000000000000195.25BAHT   BAL000000011993848.50 TO01133011122.
10803011297 W 20220101164622   000000000000138.25BAHT   BAL000000011993710.25 .
10803011297 D 20220101171249   000000000068476.50BAHT   BAL000000012062186.75 TYPE-DE.
10803011297 W 20220101173622   000000000000180.00BAHT   BAL000000012062006.75 .
10803011297 T 20220101174301   000000000000193.75BAHT   BAL000000012061813.00 TO01133011122.
10803011297 T 20220101181036   000000000000137.00BAHT   BAL000000012061676.00 TO44002617524.
10803011297 W 20220101181631   000000000000160.25BAHT   BAL000000012061515.75 .
10803011297 D 20220101184608   000000000878749.75BAHT   BAL000000012940265.50 TYPE-DE.
10803011297 T 20220101190835   000000000000190.25BAHT   BAL000000012940075.25 TO44088673004.
10803011297 T 20220101192047   000000000000104.00BAHT   BAL000000012939971.25 TO11870049832.
10803011297 T 20220101194649   000000000000107.00BAHT   BAL000000012939864.25 TO44002617524.
10803011297 W 20220101200946   000000000000154.50BAHT   BAL000000012939709.75 .
10803011297 W 20220101201953   000000000000164.75BAHT   BAL000000012939545.00 .
10803011297 D 20220101204657   000000000719189.50BAHT   BAL000000013658734.50 TYPE-DE.
10803011297 W 20220101210728   000000000000143.75BAHT   BAL000000013658590.75 .
10803011297 W 20220101212642   000000000000117.50BAHT   BAL000000013658473.25 .
10803011297 D 20220101215049   000000000568725.75BAHT   BAL000000014227199.00 TYPE-DE.
10803011297 D 20220101220832   000000000695117.00BAHT   BAL000000014922316.00 TYPE-DE.
10803011297 T 20220101222614   000000000000143.50BAHT   BAL000000014922172.50 TO44088673004.
10803011297 T 20220101223136   000000000000110.25BAHT   BAL000000014922062.25 TO01133011122.
10803011297 T 20220101223957   000000000000111.75BAHT   BAL000000014921950.50 TO44002617524.
10803011297 W 20220101224235   000000000000199.25BAHT   BAL000000014921751.25 .
10803011297 W 20220101230209   000000000000133.00BAHT   BAL000000014921618.25 .
10803011297 W 20220101231232   000000000000183.50BAHT   BAL000000014921434.75 .
10803011297 D 20220101233058   000000000628809.50BAHT   BAL000000015550244.25 TYPE-DE.
10803011297 W 20220101235213   000000000000124.25BAHT   BAL000000015550120.00 .
10803011297 T 20220102000837   000000000000169.50BAHT   BAL000000015549950.50 TO11870049832.
10803011297 W 20220102001951   000000000000116.00BAHT   BAL000000015549834.50 .
10803011297 W 20220102004352   000000000000173.00BAHT   BAL000000015549661.50 .
10803011297 T 20220102004615   000000000000176.00BAHT   BAL000000015549485.50 TO11870049832.
10803011297 D 20220102004930   000000000030459.25BAHT   BAL000000015579944.75 TYPE-DE.
10803011297 D 20220102005643   000000000805898.75BAHT   BAL000000016385843.50 TYPE-DE.
10803011297 W 20220102012628   000000000000126.50BAHT   BAL000000016385717.00 .
10803011297 D 20220102014811   000000000094727.00BAHT   BAL000000016480444.00 TYPE-DE.
10803011297 T 20220102014923   000000000000161.75BAHT   BAL000000016480282.25 TO44088673004.
10803011297 D 20220102021317   000000000185888.25BAHT   BAL000000016666170.50 TYPE-DE.
10803011297 T 20220102024241   000000000000168.75BAHT   BAL000000016666001.75 TO85614200688.
10803011297 W 20220102025723   000000000000165.00BAHT   BAL000000016665836.75 .
10803011297 W 20220102032254   000000000000152.50BAHT   BAL000000016665684.25 .
10803011297 W 20220102034612   000000000000149.00BAHT   BAL000000016665535.25 .
10803011297 W 20220102034633   000000000000166.00BAHT   BAL000000016665369.25 .
10803011297 D 20220102035335   000000000576809.00BAHT   BAL000000017242178.25 TYPE-DE.
10803011297 D 20220102035614   000000000401169.00BAHT   BAL000000017643347.25 TYPE-DE.
10803011297 T 20220102042227   000000000000182.75BAHT   BAL000000017643164.50 TO01133011122.
10803011297 T 20220102043142   000000000000185.25BAHT   BAL000000017642979.25 TO44002617524.
10803011297 T 20220102044557   000000000000122.00BAHT   BAL000000017642857.25 TO44088673004.
10803011297 W 20220102050251   000000000000156.00BAHT   BAL000000017642701.25 .
10803011297 D 20220102051905   000000000823357.75BAHT   BAL000000018466059.00 TYPE-DE.
10803011297 D 20220102054808   000000000355761.25BAHT   BAL000000018821820.25 TYPE-DE.
10803011297 D 20220102055550   000000000968555.00BAHT   BAL000000019790375.25 TYPE-DE.
10803011297 D 20220102060553   000000000790066.75BAHT   BAL000000020580442.00 TYPE-DE.
10803011297 D 20220102061718   000000000312041.00BAHT   BAL000000020892483.00 TYPE-DE.
10803011297 T 20220102062414   000000000000118.75BAHT   BAL000000020892364.25 TO44088673004.
10803011297 T 20220102064958   000000000000155.50BAHT   BAL000000020892208.75 TO11870049832.
10803011297 T 20220102071308   000000000000148.50BAHT   BAL000000020892060.25 TO11870049832.
10803011297 W 20220102072417   000000000000101.00BAHT   BAL000000020891959.25 .
10803011297 T 20220102073457   000000000000179.75BAHT   BAL000000020891779.50 TO44002617524.
10803011297 W 20220102073629   000000000000146.25BAHT   BAL000000020891633.25 .
10803011297 T 20220102075732   000000000000112.00BAHT   BAL000000020891521.25 TO01133011122.
10803011297 D 20220102081104   000000000471743.00BAHT   BAL000000021363264.25 TYPE-DE.
10803011297 D 20220102082208   000000000866505.75BAHT   BAL000000022229770.00 TYPE-DE.
10803011297 T 20220102083750   000000000000156.75BAHT   BAL000000022229613.25 TO00010115943.
10803011297 T 20220102085822   000000000000185.50BAHT   BAL000000022229427.75 TO11870049832.
10803011297 D 20220102090726   000000000820676.00BAHT   BAL000000023050103.75 TYPE-DE.
10803011297 D 20220102093443   000000000434076.50BAHT   BAL000000023484180.25 TYPE-DE.
10803011297 W 20220102100237   000000000000135.75BAHT   BAL000000023484044.50 .
10803011297 T 20220102101305   000000000000191.50BAHT   BAL000000023483853.00 TO85614200688.
10803011297 D 20220102103929   000000000886221.25BAHT   BAL000000024370074.25 TYPE-DE.
10803011297 T 20220102105558   000000000000161.25BAHT   BAL000000024369913.00 TO11870049832.
10803011297 W 20220102111404   000000000000196.00BAHT   BAL000000024369717.00 .
10803011297 T 20220102113308   000000000000167.25BAHT   BAL000000024369549.75 TO00010115943.
10803011297 D 20220102115328   000000000030695.25BAHT   BAL000000024400245.00 TYPE-DE.
10803011297 D 20220102121554   000000000109891.00BAHT   BAL000000024510136.00 TYPE-DE.
10803011297 W 20220102123731   000000000000109.50BAHT   BAL000000024510026.50 .
10803011297 T 20220102130209   000000000000102.75BAHT   BAL000000024509923.75 TO01133011122.
10803011297 T 20220102132330   000000000000193.75BAHT   BAL000000024509730.00 TO00010115943.
10803011297 T 20220102134414   000000000000147.25BAHT   BAL000000024509582.75 TO44088673004.
10803011297 D 20220102141408   000000000242196.00BAHT   BAL000000024751778.75 TYPE-DE.
10803011297 T 20220102142006   000000000000152.50BAHT   BAL000000024751626.25 TO00010115943.
10803011297 T 20220102143622   000000000000163.00BAHT   BAL000000024751463.25 TO85614200688.
10803011297 D 20220102145801   000000000707278.25BAHT   BAL000000025458741.50 TYPE-DE.
10803011297 W 20220102150458   000000000000195.00BAHT   BAL000000025458546.50 .
10803011297 D 20220102150518   000000000936575.00BAHT   BAL000000026395121.50 TYPE-DE.
10803011297 W 20220102152422   000000000000178.00BAHT   BAL000000026394943.50 .
10803011297 D 20220102155150   000000000809259.75BAHT   BAL000000027204203.25 TYPE-DE.
10803011297 W 20220102161435   000000000000195.50BAHT   BAL000000027204007.75 .
10803011297 W 20220102162555   000000000000194.75BAHT   BAL000000027203813.00 .
10803011297 W 20220102165337   000000000000137.75BAHT   BAL000000027203675.25 .
10803011297 D 20220102170137   000000000573732.00BAHT   BAL000000027777407.25 TYPE-DE.
10803011297 W 20220102170815   000000000000100.50BAHT   BAL000000027777306.75 .
10803011297 W 20220102171336   000000000000165.00BAHT   BAL000000027777141.75 .
10803011297 D 20220102172108   000000000691396.50BAHT   BAL000000028468538.25 TYPE-DE.
10803011297 D 20220102174630   000000000972514.75BAHT   BAL000000029441053.00 TYPE-DE.
10803011297 T 20220102181327   000000000000131.00BAHT   BAL000000029440922.00 TO00010115943.
10803011297 W 20220102184235   000000000000169.25BAHT   BAL000000029440752.75 .
10803011297 T 20220102190142   000000000000151.50BAHT   BAL000000029440601.25 TO11870049832.
10803011297 D 20220102192340   000000000863748.00BAHT   BAL000000030304349.25 TYPE-DE.
10803011297 T 20220102194958   000000000000110.25BAHT   BAL000000030304239.00 TO44002617524.
10803011297 D 20220102201644   000000000286567.25BAHT   BAL000000030590806.25 TYPE-DE.
10803011297 D 20220102202705   000000000946886.00BAHT   BAL000000031537692.25 TYPE-DE.
10803011297 W 20220102205638   000000000000168.25BAHT   BAL000000031537524.00 .
10803011297 W 20220102211740   000000000000173.50BAHT   BAL000000031537350.50 .
10803011297 W 20220102212856   000000000000174.50BAHT   BAL000000031537176.00 .
10803011297 W 20220102215104   000000000000164.25BAHT   BAL000000031537011.75 .
10803011297 T 20220102220401   000000000000198.00BAHT   BAL000000031536813.75 TO85614200688.
10803011297 W 20220102222502   000000000000193.50BAHT   BAL000000031536620.25 .
